article_id,url,headline,section,topic_tags,published_at,author_id,word_count,language,sponsor_tag
114,https://cascadetribune.com/housing/2024/01/supportive-housing-waitlist-report-flags-gap-in-the-central--114,Supportive housing waitlist report flags gap in the central city,housing,"[""adu"", ""homelessness"", ""housing_authority"", ""rent_stabilization""]",2024-01-15T17:10:54,4,713,en,
115,https://cascadetribune.com/housing/2024/01/the-tenant-screening-reform-clears-another-hurdle-at-multnom-115,The tenant screening reform clears another hurdle at Multnomah County,housing,"[""adu"", ""encampments"", ""supportive_housing"", ""tenant_protections""]",2024-01-15T13:05:12,10,888,en,
116,https://cascadetribune.com/food_drink/2024/01/natural-wine-guide-five-spots-all-under-20-116,"Natural-wine guide: five spots, all under $20",food_drink,"[""craft_beer"", ""farmers_markets"", ""openings_closings""]",2024-01-15T09:26:38,19,837,en,
117,https://cascadetribune.com/business/2024/01/office-occupancy-returns-as-a-state-preemption-fight-117,Office occupancy returns as a state preemption fight,business,"[""port_of_portland"", ""small_business""]",2024-01-15T10:38:43,11,892,en,
118,https://cascadetribune.com/city_hall/2024/01/portland-s-the-climate-resilience-plan-faces-puc-pushback-118,Portland's the climate resilience plan faces PUC pushback,city_hall,"[""ppb_reform"", ""ranked_choice_voting"", ""washington_county""]",2024-01-16T20:50:05,22,918,en,
119,https://cascadetribune.com/climate/2024/01/oregon-s-100-clean-electricity-rule-hits-halfway-mark-on-its-119,Oregon's 100% clean electricity rule hits halfway mark on its emissions target,climate,"[""columbia_river"", ""heat_dome"", ""salmon""]",2024-01-16T14:01:29,3,1240,en,
120,https://cascadetribune.com/housing/2024/01/rent-in-hollywood-the-asking-rent-gap-has-tripled-120,Rent in Hollywood: the asking-rent gap has tripled,housing,"[""city_council"", ""housing_authority"", ""supportive_housing""]",2024-01-16T12:13:51,2,1170,en,
121,https://cascadetribune.com/city_hall/2024/01/portland-s-the-public-records-request-backlog-faces-puc-push-121,Portland's the public records request backlog faces PUC pushback,city_hall,"[""ballot_measures"", ""ppb_reform"", ""public_records""]",2024-01-16T06:06:05,21,1040,en,
122,https://cascadetribune.com/city_hall/2024/01/multnomah-county-approves-a-jail-diversion-pilot-after-court-122,Multnomah County approves a jail diversion pilot after court ruling,city_hall,"[""charter_reform"", ""ethics_commission"", ""public_records"", ""washington_county""]",2024-01-16T07:15:55,2,1661,en,
123,https://cascadetribune.com/transportation/2024/01/trimet-cuts-weekend-max-service-123,TriMet cuts weekend MAX service,transportation,"[""bike_infrastructure"", ""bridge_replacement"", ""downtown""]",2024-01-16T09:21:26,5,754,en,
124,https://cascadetribune.com/opinion/2024/01/why-portland-s-bike-network-needs-to-stop-pretending-the-eas-124,Why Portland's bike network needs to stop pretending the eastside doesn't exist,opinion,"[""city_council"", ""fentanyl_crisis"", ""ranked_choice_voting""]",2024-01-16T16:22:24,9,861,en,
125,https://cascadetribune.com/city_hall/2024/01/audit-finds-millions-in-unspent-funds-in-bureau-of-environme-125,Audit finds millions in unspent funds in Bureau of Environmental Services,city_hall,"[""city_audit"", ""clackamas_county""]",2024-01-16T18:31:09,22,1167,en,
126,https://cascadetribune.com/city_hall/2024/01/multnomah-county-approves-a-jail-diversion-pilot-after-a-fed-126,Multnomah County approves a jail diversion pilot after a federal compliance deadline,city_hall,"[""city_council"", ""police_oversight""]",2024-01-16T08:42:22,21,839,en,
127,https://cascadetribune.com/business/2024/01/tektronix-expands-into-beaverton-127,Tektronix expands into Beaverton,business,"[""downtown"", ""layoffs"", ""small_business""]",2024-01-16T11:38:42,20,563,en,
128,https://cascadetribune.com/transportation/2024/01/freezes-could-force-a-new-round-of-route-changes-in-the-east-128,Freezes could force a new round of route changes in the eastside,transportation,"[""bridge_replacement"", ""freight""]",2024-01-16T11:35:57,21,854,en,Oregon Department of Transportation
129,https://cascadetribune.com/city_hall/2024/01/multnomah-county-moves-to-take-over-the-homeless-services-co-129,Multnomah County moves to take over the homeless services contract after a damning state report,city_hall,"[""ballot_measures"", ""clackamas_county"", ""ppb_reform""]",2024-01-16T15:12:45,2,1003,en,
130,https://cascadetribune.com/climate/2024/01/climate-scientists-revise-ozone-forecasts-after-fall-budget--130,Climate scientists revise ozone forecasts after fall budget hearings,climate,"[""decarbonization"", ""heat_dome"", ""oregon_legislature""]",2024-01-17T08:58:49,3,1317,en,
131,https://cascadetribune.com/transportation/2024/01/the-outer-powell-bike-network-clears-design-review-131,The Outer Powell bike network clears design review,transportation,"[""city_council"", ""ev_charging"", ""vision_zero""]",2024-01-17T11:43:51,13,887,en,Oregon Department of Transportation
132,https://cascadetribune.com/culture/2024/01/local-letterpress-publishing-five-works-to-watch-132,Local letterpress publishing: five works to watch,culture,"[""k12_arts"", ""museums""]",2024-01-17T20:26:03,6,695,en,
133,https://cascadetribune.com/business/2024/01/nike-expands-into-beaverton-133,Nike expands into Beaverton,business,"[""downtown"", ""homelessness""]",2024-01-17T14:09:06,21,606,en,
134,https://cascadetribune.com/city_hall/2024/01/audit-finds-millions-in-unspent-funds-in-portland-bureau-of--134,Audit finds millions in unspent funds in Portland Bureau of Emergency Management,city_hall,"[""oregon_legislature"", ""washington_county""]",2024-01-17T15:07:48,2,1655,en,
135,https://cascadetribune.com/city_hall/2024/01/multnomah-county-moves-to-take-over-the-homeless-services-co-135,Multnomah County moves to take over the homeless services contract after rising overdose figures,city_hall,"[""city_audit"", ""oregon_legislature""]",2024-01-17T11:46:20,2,708,en,
136,https://cascadetribune.com/city_hall/2024/01/city-auditor-questions-the-downtown-revitalization-plan-amid-136,City Auditor questions the downtown revitalization plan amid an audit,city_hall,"[""ballot_measures"", ""clackamas_county"", ""mayors_office""]",2024-01-17T15:41:12,21,1132,en,Oregon Department of Transportation
137,https://cascadetribune.com/opinion/2024/01/column-measure-110-s-repeal-didn-t-fix-what-it-was-meant-to--137,Column: Measure 110's repeal didn't fix what it was meant to fix,opinion,"[""city_council"", ""fentanyl_crisis"", ""police_oversight"", ""public_safety""]",2024-01-17T12:03:45,1,1031,en,
138,https://cascadetribune.com/housing/2024/01/inside-the-mixed-use-complex-planned-for-east-portland-138,Inside the mixed-use complex planned for East Portland,housing,"[""multnomah_county"", ""rent_stabilization"", ""supportive_housing"", ""tenant_protections""]",2024-01-18T15:34:40,4,1321,en,
139,https://cascadetribune.com/food_drink/2024/01/friday-night-neighborhood-guide-what-s-worth-the-wait-139,Friday-night neighborhood guide: what's worth the wait,food_drink,"[""coffee_culture"", ""craft_beer"", ""new_restaurants""]",2024-01-18T20:58:50,17,529,en,
140,https://cascadetribune.com/housing/2024/01/inside-the-transit-oriented-development-planned-for-northeas-140,Inside the transit-oriented development planned for Northeast Portland,housing,"[""homelessness"", ""supportive_housing""]",2024-01-18T16:33:44,12,1518,en,
141,https://cascadetribune.com/business/2024/01/nike-expands-its-digital-team-amid-a-public-records-release-141,Nike expands its digital team amid a public records release,business,"[""downtown"", ""homelessness"", ""openings_closings""]",2024-01-18T10:46:09,22,541,en,
142,https://cascadetribune.com/business/2024/01/on-semiconductor-consolidates-its-digital-team-amid-court-ru-142,On Semiconductor consolidates its digital team amid court ruling,business,"[""downtown"", ""homelessness"", ""port_of_portland"", ""small_business""]",2024-01-18T15:20:03,5,825,en,
143,https://cascadetribune.com/food_drink/2024/01/pok-pok-closes-in-hollywood-after-a-state-preemption-fight-143,Pok Pok closes in Hollywood after a state preemption fight,food_drink,"[""coffee_culture"", ""farmers_markets"", ""openings_closings""]",2024-01-18T11:02:11,17,558,en,
144,https://cascadetribune.com/city_hall/2024/01/portland-s-the-homelessness-response-budget-faces-a-state-pr-144,Portland's the homelessness response budget faces a state preemption,city_hall,"[""mayors_office"", ""public_records"", ""washington_county""]",2024-01-18T11:34:35,10,1050,en,Oregon Department of Transportation
145,https://cascadetribune.com/climate/2024/01/salmon-counts-on-the-columbia-tell-habitat-work-is-finally-s-145,Salmon counts on the Columbia tell habitat work is finally showing up,climate,"[""columbia_river"", ""fire_season"", ""oregon_climate_action_plan""]",2024-01-18T08:35:01,16,1097,en,
146,https://cascadetribune.com/housing/2024/01/the-relocation-assistance-ordinance-clears-another-hurdle-at-146,The relocation assistance ordinance clears another hurdle at the city auditor's review,housing,"[""homelessness"", ""housing_authority"", ""supportive_housing""]",2024-01-18T07:04:18,12,1574,en,
147,https://cascadetribune.com/climate/2024/01/portland-general-energy-files-a-7-4-rate-hike-amid-a-coaliti-147,Portland General Energy files a 7.4% rate hike amid a coalition of environmental groups,climate,"[""fire_season"", ""oregon_climate_action_plan""]",2024-01-18T12:13:04,16,903,en,
148,https://cascadetribune.com/opinion/2024/01/portland-needs-a-property-tax-reform-that-holds-up-148,Portland needs a property-tax reform that holds up,opinion,"[""city_council"", ""measure_110""]",2024-01-18T15:19:46,8,1104,en,
149,https://cascadetribune.com/city_hall/2024/01/council-president-pushes-back-on-the-climate-resilience-plan-149,Council President pushes back on the climate resilience plan amid a state preemption fight,city_hall,"[""ballot_measures"", ""clackamas_county"", ""public_safety""]",2024-01-19T19:56:43,16,1565,en,
150,https://cascadetribune.com/city_hall/2024/01/commissioner-rubio-clashes-with-the-county-over-the-lobbying-150,Commissioner Rubio clashes with the county over the lobbying disclosure rule,city_hall,"[""mayors_office"", ""oregon_legislature""]",2024-01-19T13:47:20,10,1034,en,
151,https://cascadetribune.com/transportation/2024/01/the-lloyd-cycle-track-clears-the-first-round-of-construction-151,The Lloyd cycle track clears the first round of construction,transportation,"[""city_council"", ""freight""]",2024-01-19T12:29:04,5,612,en,
152,https://cascadetribune.com/city_hall/2024/01/portland-bureau-of-emergency-management-budget-would-cut-off-152,Portland Bureau of Emergency Management budget would cut office leases,city_hall,"[""city_audit"", ""multnomah_county"", ""washington_county""]",2024-01-19T08:45:37,4,1575,en,
153,https://cascadetribune.com/opinion/2024/01/portland-s-downtown-a-reckoning-153,Portland's downtown: a reckoning,opinion,"[""homelessness"", ""police_oversight""]",2024-01-19T17:32:35,16,828,en,
154,https://cascadetribune.com/city_hall/2024/01/commissioner-gonzalez-signs-off-on-the-short-term-rental-fee-154,Commissioner Gonzalez signs off on the short-term rental fee hike amid a public records release,city_hall,"[""public_records"", ""washington_county""]",2024-01-19T08:42:14,10,898,en,
155,https://cascadetribune.com/climate/2024/01/heat-wave-approaches-four-records-as-forecast-tightens-155,Heat wave approaches four records as forecast tightens,climate,"[""salmon"", ""wildfires""]",2024-01-19T14:28:30,3,1333,en,
156,https://cascadetribune.com/climate/2024/01/heat-wave-approaches-four-records-as-forecast-tightens-156,Heat wave approaches four records as forecast tightens,climate,"[""fire_season"", ""oregon_legislature"", ""salmon""]",2024-01-19T07:37:25,3,925,en,
157,https://cascadetribune.com/climate/2024/01/wildfire-season-starts-five-weeks-earlier-than-the-30-year-a-157,Wildfire season starts five weeks earlier than the 30-year average earlier than expected,climate,"[""fire_season"", ""salmon""]",2024-01-19T08:10:35,9,810,en,
158,https://cascadetribune.com/business/2024/01/inside-the-credit-union-reshaping-north-portland-158,Inside the credit union reshaping North Portland,business,"[""openings_closings"", ""port_of_portland"", ""small_business""]",2024-01-19T17:30:57,20,657,en,
159,https://cascadetribune.com/transportation/2024/01/burnside-bridge-replacement-could-finally-start-in-2027-159,Burnside Bridge replacement could finally start in 2027,transportation,"[""city_council"", ""trimet"", ""vision_zero""]",2024-01-19T13:28:50,3,696,en,
160,https://cascadetribune.com/city_hall/2024/01/audit-finds-inconsistent-contract-enforcement-in-portland-bu-160,Audit finds inconsistent contract enforcement in Portland Bureau of Emergency Management,city_hall,"[""charter_reform"", ""multnomah_county"", ""ranked_choice_voting""]",2024-01-19T15:15:15,2,1300,en,
161,https://cascadetribune.com/city_hall/2024/01/audit-finds-millions-in-unspent-funds-in-joint-office-of-hom-161,Audit finds millions in unspent funds in Joint Office of Homeless Services,city_hall,"[""public_safety"", ""washington_county""]",2024-01-20T09:24:10,2,728,en,
162,https://cascadetribune.com/food_drink/2024/01/the-weekday-lunch-counter-taking-over-mississippi-162,The weekday lunch counter taking over Mississippi,food_drink,"[""craft_beer"", ""openings_closings"", ""wine_country""]",2024-01-20T17:25:56,17,577,en,
163,https://cascadetribune.com/culture/2024/01/soul-d-out-brings-a-rare-karl-blau-set-to-the-eastside-163,Soul'd Out brings a rare Karl Blau set to the eastside,culture,"[""k12_arts"", ""lit_scene""]",2024-01-20T16:44:07,17,511,en,
164,https://cascadetribune.com/culture/2024/01/inside-cully-s-experimental-theater-scene-164,Inside Cully's experimental theater scene,culture,"[""k12_arts"", ""museums""]",2024-01-20T08:24:24,6,940,en,
165,https://cascadetribune.com/culture/2024/01/wordstock-brings-a-rare-karl-blau-set-to-the-central-city-165,Wordstock brings a rare Karl Blau set to the central city,culture,"[""indie_music"", ""k12_arts"", ""museums""]",2024-01-21T09:12:19,6,904,en,
166,https://cascadetribune.com/culture/2024/01/why-portland-art-museum-is-splitting-from-its-longtime-prese-166,Why Portland Art Museum is splitting from its longtime presenting partner,culture,"[""indie_music"", ""k12_arts"", ""museums"", ""performing_arts""]",2024-01-21T16:51:11,8,515,en,
